issueSymbolIdentifier,issueName,firmCRDNumber,MPID,marketParticipantName,tierIdentifier,tierDescription,summaryStartDate,totalWeeklyTradeCount,totalWeeklyShareQuantity,productTypeCode,summaryTypeCode,weekStartDate,lastUpdateDate,initialPublishedDate,lastReportedDate,totalNotionalSum
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-01-22,228019,71834030.0,CTS,ATS_W_SMBL,2024-01-22,2024-02-12,2024-02-12,2024-01-26,34883093654.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-01-29,295183,83255641.0,CTS,ATS_W_SMBL,2024-01-29,2024-02-20,2024-02-20,2024-02-02,40686826267.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-02-05,220674,64169291.0,CTS,ATS_W_SMBL,2024-02-05,2024-02-26,2024-02-26,2024-02-09,31822999476.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-02-12,276571,75150117.0,CTS,ATS_W_SMBL,2024-02-12,2024-03-04,2024-03-04,2024-02-16,37506126686.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-02-19,222639,46890311.0,CTS,ATS_W_SMBL,2024-02-19,2024-03-11,2024-03-11,2024-02-23,23462681976.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-02-26,213290,58703053.0,CTS,ATS_W_SMBL,2024-02-26,2024-03-18,2024-03-18,2024-03-01,29812868199.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-03-04,247099,54851106.0,CTS,ATS_W_SMBL,2024-03-04,2024-05-13,2024-03-25,2024-05-13,28057757511.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-03-11,281361,97528702.0,CTS,ATS_W_SMBL,2024-03-11,2024-05-13,2024-04-01,2024-05-13,50029200319.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-03-18,222977,67030480.0,CTS,ATS_W_SMBL,2024-03-18,2024-04-08,2024-04-08,2024-03-22,34688419599.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-03-25,161688,77754398.0,CTS,ATS_W_SMBL,2024-03-25,2024-04-15,2024-04-15,2024-03-28,40539535696.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-04-01,235451,65843213.0,CTS,ATS_W_SMBL,2024-04-01,2024-04-22,2024-04-22,2024-04-05,34223344830.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-04-08,253528,59216043.0,CTS,ATS_W_SMBL,2024-04-08,2024-04-29,2024-04-29,2024-04-12,30585994783.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-04-15,279897,66218009.0,CTS,ATS_W_SMBL,2024-04-15,2024-05-06,2024-05-06,2024-04-19,33222531673.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-04-22,227994,51916602.0,CTS,ATS_W_SMBL,2024-04-22,2024-05-13,2024-05-13,2024-04-26,26137515064.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-04-29,246192,52045519.0,CTS,ATS_W_SMBL,2024-04-29,2024-05-20,2024-05-20,2024-05-03,26351728098.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-05-06,197931,31007989.0,CTS,ATS_W_SMBL,2024-05-06,2024-05-28,2024-05-28,2024-05-10,16048792809.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-05-13,216406,50995065.0,CTS,ATS_W_SMBL,2024-05-13,2024-06-03,2024-06-03,2024-05-28,26837287667.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-05-20,169141,44626012.0,CTS,ATS_W_SMBL,2024-05-20,2024-06-10,2024-06-10,2024-05-28,23627543608.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-05-27,164410,49950703.0,CTS,ATS_W_SMBL,2024-05-27,2024-10-02,2024-06-17,2024-10-02,26246334701.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-06-03,166542,36154213.0,CTS,ATS_W_SMBL,2024-06-03,2024-06-24,2024-06-24,2024-06-07,19212321235.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-06-10,191769,46119310.0,CTS,ATS_W_SMBL,2024-06-10,2024-07-01,2024-07-01,2024-06-14,24875372505.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-06-17,173507,76616130.0,CTS,ATS_W_SMBL,2024-06-17,2024-07-08,2024-07-08,2024-06-21,41838955053.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-06-24,189253,54120944.0,CTS,ATS_W_SMBL,2024-06-24,2024-07-15,2024-07-15,2024-06-28,29497973599.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-07-01,131634,39526041.0,CTS,ATS_W_SMBL,2024-07-01,2024-07-22,2024-07-22,2024-07-05,21691821493.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-07-08,177035,41707645.0,CTS,ATS_W_SMBL,2024-07-08,2024-07-29,2024-07-29,2024-07-12,23264889609.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-07-15,202457,60459106.0,CTS,ATS_W_SMBL,2024-07-15,2024-08-05,2024-08-05,2024-07-19,33682526269.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-07-22,196584,54968177.0,CTS,ATS_W_SMBL,2024-07-22,2024-08-12,2024-08-12,2024-07-26,30085576449.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-07-29,233833,56827506.0,CTS,ATS_W_SMBL,2024-07-29,2024-08-19,2024-08-19,2024-08-13,30845432738.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-08-05,287517,63919855.0,CTS,ATS_W_SMBL,2024-08-05,2024-08-26,2024-08-26,2024-08-22,33512757861.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-08-12,185543,47185485.0,CTS,ATS_W_SMBL,2024-08-12,2024-09-03,2024-09-03,2024-08-16,25669993784.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-08-19,170532,42732807.0,CTS,ATS_W_SMBL,2024-08-19,2024-09-09,2024-09-09,2024-08-23,23872989696.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-08-26,168644,41038037.0,CTS,ATS_W_SMBL,2024-08-26,2024-09-16,2024-09-16,2024-08-30,22996788508.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-09-02,195914,37249499.0,CTS,ATS_W_SMBL,2024-09-02,2024-09-23,2024-09-23,2024-09-06,20508707996.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-09-09,217512,53419683.0,CTS,ATS_W_SMBL,2024-09-09,2024-09-30,2024-09-30,2024-09-13,29503766615.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-09-16,219197,61331910.0,CTS,ATS_W_SMBL,2024-09-16,2024-10-07,2024-10-07,2024-09-20,34667543959.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-09-23,178383,49531757.0,CTS,ATS_W_SMBL,2024-09-23,2024-10-14,2024-10-14,2024-09-27,28268141440.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-09-30,201525,36865527.0,CTS,ATS_W_SMBL,2024-09-30,2024-10-21,2024-10-21,2024-10-04,21019519092.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-10-07,181500,45680051.0,CTS,ATS_W_SMBL,2024-10-07,2024-10-28,2024-10-28,2024-10-11,26206525474.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-10-14,186514,48737324.0,CTS,ATS_W_SMBL,2024-10-14,2024-11-04,2024-11-04,2024-10-18,28384724280.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-10-21,205084,41065421.0,CTS,ATS_W_SMBL,2024-10-21,2024-11-11,2024-11-11,2024-10-25,23854463744.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-10-28,240109,45640523.0,CTS,ATS_W_SMBL,2024-10-28,2024-11-18,2024-11-18,2024-11-01,26311509711.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-11-04,259152,50794308.0,CTS,ATS_W_SMBL,2024-11-04,2024-11-25,2024-11-25,2024-11-08,29742786634.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-11-11,240388,67542739.0,CTS,ATS_W_SMBL,2024-11-11,2024-12-02,2024-12-02,2024-11-15,40108261538.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-11-18,231460,52822225.0,CTS,ATS_W_SMBL,2024-11-18,2024-12-09,2024-12-09,2024-11-22,31195629907.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-11-25,148838,32297336.0,CTS,ATS_W_SMBL,2024-11-25,2024-12-16,2024-12-16,2024-11-29,19348892927.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-12-02,183615,35387640.0,CTS,ATS_W_SMBL,2024-12-02,2024-12-23,2024-12-23,2024-12-06,21425666521.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-12-09,205192,43005486.0,CTS,ATS_W_SMBL,2024-12-09,2024-12-30,2024-12-30,2024-12-13,26032742751.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-12-16,319279,99274577.0,CTS,ATS_W_SMBL,2024-12-16,2025-01-06,2025-01-06,2024-12-20,58977598106.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-12-23,151464,46585953.0,CTS,ATS_W_SMBL,2024-12-23,2025-01-13,2025-01-13,2024-12-27,27805977375.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2024-12-30,181070,38265656.0,CTS,ATS_W_SMBL,2024-12-30,2025-01-21,2025-01-21,2025-01-03,22503218912.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-01-06,185148,51719759.0,CTS,ATS_W_SMBL,2025-01-06,2025-01-27,2025-01-27,2025-01-10,30463313638.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-01-13,207170,56150555.0,CTS,ATS_W_SMBL,2025-01-13,2025-02-03,2025-02-03,2025-01-17,33085132921.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-01-20,157994,36582185.0,CTS,ATS_W_SMBL,2025-01-20,2025-02-10,2025-02-10,2025-02-05,22144424214.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-01-27,238294,54292427.0,CTS,ATS_W_SMBL,2025-01-27,2025-02-18,2025-02-18,2025-02-04,32732287095.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-02-03,231661,38340520.0,CTS,ATS_W_SMBL,2025-02-03,2025-02-24,2025-02-24,2025-02-07,23072729916.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-02-10,190589,26083230.0,CTS,ATS_W_SMBL,2025-02-10,2025-03-03,2025-03-03,2025-02-14,15789451382.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-02-17,172779,38349556.0,CTS,ATS_W_SMBL,2025-02-17,2025-03-10,2025-03-10,2025-02-21,23296097225.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-02-24,317013,61777188.0,CTS,ATS_W_SMBL,2025-02-24,2025-03-17,2025-03-17,2025-02-28,36566597545.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-03-03,357445,71945128.0,CTS,ATS_W_SMBL,2025-03-03,2025-03-24,2025-03-24,2025-03-07,41701829299.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-03-10,321040,71709268.0,CTS,ATS_W_SMBL,2025-03-10,2025-03-31,2025-03-31,2025-03-14,40163400278.05797
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-03-17,246672,67983990.0,CTS,ATS_W_SMBL,2025-03-17,2025-04-07,2025-04-07,2025-03-21,38336369937.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-03-24,219019,41872427.0,CTS,ATS_W_SMBL,2025-03-24,2025-04-14,2025-04-14,2025-03-28,23773035272.086784
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-03-31,378993,104352726.0,CTS,ATS_W_SMBL,2025-03-31,2025-04-21,2025-04-21,2025-04-04,56757324565.08666
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-04-07,578277,124942185.0,CTS,ATS_W_SMBL,2025-04-07,2025-04-28,2025-04-28,2025-04-11,64308586097.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-04-14,203273,51453051.0,CTS,ATS_W_SMBL,2025-04-14,2025-05-05,2025-05-05,2025-04-17,27310020348.241688
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-04-21,294725,57610286.0,CTS,ATS_W_SMBL,2025-04-21,2025-09-19,2025-05-12,2025-09-19,30723014614.0
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-04-28,244364,60591351.0,CTS,ATS_W_SMBL,2025-04-28,2025-05-19,2025-05-19,2025-05-02,33651050861.62383
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-05-05,244327,41092327.0,CTS,ATS_W_SMBL,2025-05-05,2025-05-27,2025-05-27,2025-05-09,23128315996.213898
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-05-12,358491,66735293.0,CTS,ATS_W_SMBL,2025-05-12,2025-06-02,2025-06-02,2025-05-16,39201906441.423744
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-05-19,327879,52477232.0,CTS,ATS_W_SMBL,2025-05-19,2025-06-09,2025-06-09,2025-05-23,30831700293.95451
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-05-26,269100,45427757.0,CTS,ATS_W_SMBL,2025-05-26,2025-06-16,2025-06-16,2025-05-30,26731432448.894077
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-06-02,334362,50366750.0,CTS,ATS_W_SMBL,2025-06-02,2025-06-23,2025-06-23,2025-06-06,29963668557.88717
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-06-09,341520,42852547.0,CTS,ATS_W_SMBL,2025-06-09,2025-06-30,2025-06-30,2025-06-13,25763406744.01637
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-06-16,264246,51409732.0,CTS,ATS_W_SMBL,2025-06-16,2025-07-07,2025-07-07,2025-06-20,30752503711.131474
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-06-23,357885,57768599.0,CTS,ATS_W_SMBL,2025-06-23,2025-07-14,2025-07-14,2025-06-27,35060869901.428535
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-06-30,279089,50081686.0,CTS,ATS_W_SMBL,2025-06-30,2025-07-21,2025-07-21,2025-07-03,30993309523.860737
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-07-07,315342,39826386.0,CTS,ATS_W_SMBL,2025-07-07,2025-07-28,2025-07-28,2025-07-11,24812892170.775906
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-07-14,318428,47892715.0,CTS,ATS_W_SMBL,2025-07-14,2025-08-04,2025-08-04,2025-07-18,29951776989.995262
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-07-21,315096,47807387.0,CTS,ATS_W_SMBL,2025-07-21,2025-08-11,2025-08-11,2025-07-25,30224982166.769016
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-07-28,347028,58605602.0,CTS,ATS_W_SMBL,2025-07-28,2025-08-18,2025-08-18,2025-08-01,37064111514.09996
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-08-04,333758,47737118.0,CTS,ATS_W_SMBL,2025-08-04,2025-08-25,2025-08-25,2025-08-08,30116527984.368774
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-08-11,307452,50901277.0,CTS,ATS_W_SMBL,2025-08-11,2025-09-02,2025-09-02,2025-08-15,32711501592.064987
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-08-18,339838,55497726.0,CTS,ATS_W_SMBL,2025-08-18,2025-09-08,2025-09-08,2025-08-22,35518134991.035545
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-08-25,284744,47664195.0,CTS,ATS_W_SMBL,2025-08-25,2025-09-15,2025-09-15,2025-08-29,30783199083.070873
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-09-01,269999,45786628.0,CTS,ATS_W_SMBL,2025-09-01,2025-09-22,2025-09-22,2025-09-05,29481509159.334877
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-09-08,324053,57803215.0,CTS,ATS_W_SMBL,2025-09-08,2025-09-29,2025-09-29,2025-09-12,37753131086.9064
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-09-15,361084,64474871.0,CTS,ATS_W_SMBL,2025-09-15,2025-10-06,2025-10-06,2025-09-19,42626753485.909225
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-09-22,382054,58240516.0,CTS,ATS_W_SMBL,2025-09-22,2025-10-13,2025-10-13,2025-09-26,38543075846.51532
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-09-29,361527,58974686.0,CTS,ATS_W_SMBL,2025-09-29,2025-10-20,2025-10-20,2025-10-03,39293181538.581825
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-10-06,393307,53409392.0,CTS,ATS_W_SMBL,2025-10-06,2025-10-27,2025-10-27,2025-10-10,35655317868.32124
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-10-13,482913,66139710.0,CTS,ATS_W_SMBL,2025-10-13,2025-11-03,2025-11-03,2025-10-17,43813065519.722206
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-10-20,379733,56005178.0,CTS,ATS_W_SMBL,2025-10-20,2025-11-10,2025-11-10,2025-10-24,37615097039.32002
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-10-27,437845,61482243.0,CTS,ATS_W_SMBL,2025-10-27,2025-11-17,2025-11-17,2025-10-31,42055437197.14432
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-11-03,561533,74067073.0,CTS,ATS_W_SMBL,2025-11-03,2025-11-24,2025-11-24,2025-11-07,50029996520.37003
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-11-10,549856,65306404.0,CTS,ATS_W_SMBL,2025-11-10,2025-12-01,2025-12-01,2025-11-17,44245278241.60169
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-11-17,605716,74514943.0,CTS,ATS_W_SMBL,2025-11-17,2025-12-08,2025-12-08,2025-11-21,49262528265.926346
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-11-24,348920,54909011.0,CTS,ATS_W_SMBL,2025-11-24,2025-12-15,2025-12-15,2025-11-28,37008462502.36784
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-12-01,412405,52230278.0,CTS,ATS_W_SMBL,2025-12-01,2025-12-22,2025-12-22,2025-12-05,35672767480.90633
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-12-08,515928,65929405.0,CTS,ATS_W_SMBL,2025-12-08,2025-12-29,2025-12-29,2025-12-12,45188231375.52514
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-12-15,648374,85781237.0,CTS,ATS_W_SMBL,2025-12-15,2026-01-05,2026-01-05,2025-12-19,58177193293.53309
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-12-22,316472,40095090.0,CTS,ATS_W_SMBL,2025-12-22,2026-01-12,2026-01-12,2025-12-26,27552244626.040176
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2025-12-29,353717,53428468.0,CTS,ATS_W_SMBL,2025-12-29,2026-01-20,2026-01-20,2026-01-02,36625579724.53955
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-01-05,527773,54790530.0,CTS,ATS_W_SMBL,2026-01-05,2026-01-26,2026-01-26,2026-01-09,37821509397.05508
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-01-12,589245,69880541.0,CTS,ATS_W_SMBL,2026-01-12,2026-02-02,2026-02-02,2026-01-16,48397634728.20037
SPY,SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-01-19,512993,59214551.0,CTS,ATS_W_SMBL,2026-01-19,2026-02-09,2026-02-09,2026-01-23,40583465959.427574
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-01-26,592963,68483907.0,CTS,ATS_W_SMBL,2026-01-26,2026-02-17,2026-02-17,2026-01-30,47462988186.35826
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-02-02,692393,77310876.0,CTS,ATS_W_SMBL,2026-02-02,2026-02-23,2026-02-23,2026-02-06,53149016721.3766
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-02-09,649776,70938938.0,CTS,ATS_W_SMBL,2026-02-09,2026-03-02,2026-03-02,2026-02-13,48823908241.75444
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-02-16,450371,46853273.0,CTS,ATS_W_SMBL,2026-02-16,2026-03-09,2026-03-09,2026-02-20,32080771327.068745
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-02-23,659649,66512226.0,CTS,ATS_W_SMBL,2026-02-23,2026-03-16,2026-03-16,2026-02-27,45687661120.655365
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-03-02,750219,81448654.0,CTS,ATS_W_SMBL,2026-03-02,2026-03-23,2026-03-23,2026-03-06,55488045805.22029
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-03-09,733723,79972363.0,CTS,ATS_W_SMBL,2026-03-09,2026-03-30,2026-03-30,2026-03-13,53691820229.14182
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-03-16,799197,106074524.0,CTS,ATS_W_SMBL,2026-03-16,2026-04-06,2026-04-06,2026-03-20,70024576779.9349
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-03-23,852294,88359129.0,CTS,ATS_W_SMBL,2026-03-23,2026-04-13,2026-04-13,2026-03-27,57469368533.3491
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-03-30,702384,79319645.0,CTS,ATS_W_SMBL,2026-03-30,2026-04-20,2026-04-20,2026-04-02,51161723430.85797
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-04-06,506979,51611393.0,CTS,ATS_W_SMBL,2026-04-06,2026-04-27,2026-04-27,2026-04-10,34557344456.417114
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-04-13,565282,68598276.0,CTS,ATS_W_SMBL,2026-04-13,2026-05-04,2026-05-04,2026-04-17,47811746742.531746
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-04-20,516917,47075437.0,CTS,ATS_W_SMBL,2026-04-20,2026-05-11,2026-05-11,2026-04-24,33375817797.83276
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-04-27,479886,49740503.0,CTS,ATS_W_SMBL,2026-04-27,2026-05-18,2026-05-18,2026-05-01,35539305232.297356
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-05-04,520723,50195500.0,CTS,ATS_W_SMBL,2026-05-04,2026-05-26,2026-05-26,2026-05-12,36577691589.3978
SPY,State Street SPDR S&P 500 ETF Trust,,,,T1,NMS Tier 1,2026-05-11,619401,61275451.0,CTS,ATS_W_SMBL,2026-05-11,2026-06-01,2026-06-01,2026-05-15,45417151134.12855
